periodo;sentiment_azure;MeaningCloud;NaturalLan
5;positive;P;positivo
5;positive;N;negativo
5;negative;N;neutral
5;mixed;P;positivo
5;mixed;NEU;mixto
5;negative;P;negativo
5;negative;NEU;negativo
5;negative;N+;negativo
5;positive;NEU;positivo
5;negative;P+;negativo
5;positive;P+;positivo
5;positive;N;positivo
5;negative;P;negativo
5;negative;N;neutral
5;positive;P;neutral
5;positive;P;positivo
5;positive;P;positivo
5;positive;NEU;positivo
5;negative;N+;negativo
5;positive;P+;positivo
5;mixed;NEU;negativo
5;negative;N;negativo
5;negative;P;positivo
5;negative;NEU;negativo
5;negative;N+;positivo
5;positive;N;positivo
5;positive;P+;positivo
5;negative;NEU;positivo
5;negative;N;negativo
5;negative;N;neutral
5;negative;P;neutral
5;mixed;P;mixto
5;negative;N+;positivo
5;negative;NEU;neutral
5;neutral;P;positivo
5;negative;P;negativo
5;negative;NEU;positivo
5;negative;N;mixto
5;mixed;N;mixto
5;mixed;P+;positivo
5;positive;P+;positivo
5;negative;N;negativo
5;negative;P;positivo
5;negative;P+;positivo
5;positive;N;neutral
5;mixed;P;positivo
5;negative;N;positivo
5;negative;NEU;neutral
5;negative;P;positivo
5;mixed;NEU;positivo
5;negative;NEU;mixto
5;positive;P;negativo
5;negative;N;negativo
5;mixed;P;positivo
5;mixed;NEU;neutral
5;negative;N;neutral
5;negative;P+;neutral
5;negative;NEU;negativo
5;mixed;N;mixto
5;negative;N;positivo
5;negative;NEU;mixto
5;negative;P;neutral
5;negative;N;negativo
5;negative;P;negativo
5;negative;P;positivo
5;negative;N+;negativo
5;mixed;N;mixto
5;neutral;P;positivo
5;positive;P;mixto
5;negative;N;negativo
5;positive;P;positivo
5;negative;N;negativo
5;negative;NEU;positivo
5;positive;P;negativo
5;positive;P;positivo
5;neutral;P;positivo
5;negative;NEU;negativo
5;neutral;NONE;neutral
5;negative;P;positivo
5;negative;N;negativo
5;neutral;P;negativo
5;neutral;N;neutral
5;negative;P;positivo
5;negative;N;negativo
5;positive;P;negativo
5;negative;NEU;neutral
5;positive;NEU;positivo
5;positive;N;neutral
5;neutral;P+;positivo
5;negative;N;neutral
5;negative;N;negativo
5;negative;NEU;negativo
5;negative;N;positivo
5;positive;P;negativo
5;negative;N;neutral
5;negative;NEU;neutral
5;positive;P;positivo
5;negative;NONE;negativo
5;neutral;N;positivo
5;negative;P;neutral
5;mixed;N;positivo
5;positive;N;positivo
5;mixed;NEU;negativo
5;negative;NEU;neutral
5;negative;N;negativo
5;negative;P;mixto
5;negative;N;mixto
5;mixed;P;positivo
5;negative;N;positivo
5;negative;N;positivo
5;negative;N;negativo
5;neutral;P;positivo
5;negative;N;mixto
5;mixed;P;positivo
5;negative;P;positivo
5;negative;P;neutral
5;mixed;P;positivo
5;negative;P;neutral
5;positive;P;neutral
5;positive;N;negativo
5;positive;P;positivo
5;neutral;N;positivo
5;positive;P;positivo
5;positive;NEU;positivo
5;negative;N;neutral
5;negative;N;neutral
5;mixed;P;positivo
5;negative;P;positivo
5;negative;N;negativo
5;negative;P;positivo
5;positive;NEU;positivo
5;negative;NEU;negativo
5;neutral;P;negativo
5;negative;NEU;positivo
5;negative;P;neutral
5;negative;NEU;neutral
5;negative;N;positivo
5;negative;NEU;mixto
5;negative;N;positivo
5;negative;NEU;positivo
5;negative;NEU;negativo
5;negative;NEU;negativo
5;negative;N+;negativo
5;neutral;P;neutral
5;neutral;P;positivo
5;negative;P;negativo
5;neutral;NEU;positivo
5;negative;NEU;positivo
5;negative;P+;negativo
5;negative;N;positivo
5;negative;N;negativo
5;positive;NEU;positivo
5;negative;P;negativo
5;negative;P;negativo
5;negative;NEU;negativo
5;negative;NEU;neutral
5;negative;N;neutral
5;mixed;N;positivo
5;negative;NEU;neutral
5;negative;N;negativo
5;positive;NEU;positivo
5;mixed;N;mixto
5;negative;N;neutral
5;negative;N+;positivo
5;mixed;N;negativo
5;neutral;NEU;neutral
5;mixed;N;negativo
5;negative;N;neutral
5;negative;P;negativo
5;negative;N+;positivo
5;negative;N+;positivo
5;negative;N;neutral
5;neutral;P;negativo
5;negative;P;positivo
5;positive;N;positivo
5;negative;P;positivo
5;negative;P;positivo
5;positive;P+;positivo
5;mixed;NEU;positivo
5;negative;N;neutral
5;negative;P;positivo
5;negative;P;positivo
5;negative;N;positivo
5;negative;N;negativo
5;mixed;N;positivo
5;negative;NEU;negativo
5;negative;P;positivo
5;negative;N;positivo
5;negative;P+;negativo
5;negative;N;negativo
5;negative;N;negativo
5;negative;P;neutral
5;negative;P;neutral
5;positive;N;neutral
5;negative;N;negativo
5;negative;N;neutral
5;mixed;P;positivo
5;positive;P;positivo
5;mixed;N;negativo
5;positive;P;negativo
5;mixed;NEU;positivo
5;negative;NEU;negativo
5;negative;P;positivo
5;negative;N;positivo
5;positive;N;positivo
5;positive;P;positivo
5;mixed;NEU;neutral
5;negative;N;neutral
5;mixed;P;negativo
5;negative;N;positivo
5;negative;N;negativo
5;positive;P;positivo
5;mixed;NEU;positivo
5;negative;N;mixto
5;positive;N;negativo
5;mixed;NEU;positivo
5;negative;NONE;neutral
5;negative;N;neutral
5;mixed;P;positivo
5;mixed;N;negativo
5;negative;N;negativo
5;negative;N;negativo
5;negative;N;negativo
5;negative;N;positivo
5;positive;P;neutral
5;positive;P;positivo
5;positive;P;positivo
5;negative;N+;positivo
5;neutral;N;positivo
5;mixed;N;neutral
5;negative;N;neutral
5;positive;P+;positivo
5;neutral;N+;neutral
5;negative;P;positivo
5;mixed;N;negativo
5;negative;N;negativo
5;positive;NEU;positivo
5;negative;NEU;negativo
5;negative;P;negativo
5;negative;N;negativo
5;mixed;P;positivo
5;positive;NEU;positivo
5;positive;N;neutral
5;mixed;N;negativo
5;mixed;P;mixto
5;negative;N+;negativo
5;positive;P;positivo
5;mixed;P;positivo
5;negative;P;negativo
5;negative;P;negativo
5;negative;N;positivo
5;positive;P+;positivo
5;negative;N;mixto
5;negative;P;neutral
5;negative;NEU;positivo
5;mixed;N;mixto
5;positive;P;positivo
5;negative;N;positivo
5;negative;NEU;positivo
5;negative;NEU;positivo
5;negative;P;negativo
5;negative;N;negativo
5;negative;N;positivo
5;mixed;N;negativo
5;negative;N;negativo
5;positive;N;negativo
5;neutral;P;neutral
5;negative;P;negativo
5;positive;N;positivo
5;negative;P;positivo
5;negative;N;neutral
5;mixed;N;neutral
5;negative;N;neutral
5;negative;N;positivo
5;negative;N;positivo
5;negative;P+;positivo
5;neutral;N;neutral
5;mixed;NEU;positivo
5;positive;P;positivo
5;neutral;P;positivo
5;negative;N;neutral
5;negative;N+;positivo
5;negative;N;neutral
5;negative;N;positivo
5;negative;NEU;negativo
5;neutral;NONE;positivo
5;negative;N;negativo
5;negative;P;negativo
5;negative;NEU;negativo
5;negative;P;negativo
5;positive;P;positivo
5;positive;P;negativo
5;negative;NEU;neutral
5;negative;N;neutral
5;positive;NONE;neutral
5;positive;NEU;positivo
5;positive;P;neutral
5;negative;N;neutral
5;negative;NEU;positivo
5;negative;N;mixto
5;negative;P;mixto
5;negative;NEU;neutral
5;negative;NONE;positivo
5;negative;N+;negativo
5;negative;N;mixto
5;negative;P;negativo
5;neutral;NONE;positivo
5;positive;P;positivo
5;negative;P;negativo
5;negative;N;neutral
5;negative;N+;mixto
5;negative;N+;positivo
5;mixed;NEU;neutral
5;negative;P;positivo
5;negative;N+;negativo
5;positive;P;negativo
5;negative;NEU;positivo
5;neutral;NONE;neutral
5;positive;P;positivo
5;negative;N+;negativo
5;negative;N;negativo
5;negative;N+;positivo
5;negative;N+;neutral
5;neutral;NONE;positivo
5;positive;P;neutral
5;negative;N;positivo
5;mixed;N;positivo
5;negative;N;neutral
5;negative;N;neutral
5;mixed;P;positivo
5;negative;P;neutral
5;negative;P+;negativo
5;negative;N;positivo
5;negative;N;negativo
5;positive;N;positivo
5;negative;NEU;neutral
5;negative;NONE;neutral
5;positive;N+;negativo
5;negative;N+;neutral
5;positive;P;positivo
5;positive;P;positivo
5;negative;N;neutral
5;negative;P;negativo
5;mixed;P;positivo
5;negative;N+;negativo
5;negative;N;negativo
5;negative;N;mixto
5;negative;N;negativo
5;negative;NONE;negativo
5;mixed;N;positivo
5;negative;NEU;positivo
5;negative;N;mixto
5;negative;P;mixto
5;negative;NEU;positivo
5;positive;N;positivo
5;negative;NEU;negativo
5;negative;NEU;positivo
5;negative;N+;positivo
5;negative;N;negativo
5;mixed;NEU;mixto
5;negative;N;neutral
5;negative;NEU;positivo
5;positive;NEU;positivo
5;positive;P;neutral
5;neutral;NONE;neutral
5;negative;N;negativo
5;mixed;P;mixto
5;negative;P;negativo
5;positive;NEU;positivo
5;positive;P;positivo
5;positive;P;neutral
5;negative;NEU;neutral
5;negative;P;neutral
5;positive;P;positivo
5;positive;NEU;negativo
5;negative;P;positivo
5;negative;N;negativo
5;negative;N;negativo
5;negative;N;negativo
5;positive;N+;positivo
5;positive;NONE;positivo
5;negative;N;neutral
5;mixed;P;mixto
5;negative;NEU;negativo
5;negative;N;negativo
5;negative;NEU;neutral
5;positive;P;negativo
5;negative;P;positivo
5;mixed;P;negativo
5;negative;P;positivo
5;mixed;P;neutral
5;neutral;N;negativo
5;negative;P;negativo
5;negative;P;negativo
5;negative;P;negativo
5;negative;P;neutral
5;negative;P;positivo
5;mixed;NEU;positivo
5;mixed;P;mixto
5;negative;P+;negativo
5;positive;P;neutral
5;negative;N;negativo
5;mixed;NEU;positivo
5;negative;NEU;positivo
5;positive;NONE;positivo
5;mixed;N;positivo
5;negative;N;positivo
5;negative;N+;negativo
5;negative;P+;negativo
5;negative;N;neutral
5;positive;P;positivo
5;mixed;NEU;neutral
5;positive;P;positivo
5;positive;NEU;negativo
5;negative;N;negativo
5;negative;N;positivo
5;positive;P+;positivo
5;negative;P;neutral
5;negative;NEU;positivo
5;negative;NEU;negativo
5;negative;P;negativo
5;negative;NEU;negativo
5;mixed;NEU;mixto
5;neutral;NONE;negativo
5;negative;N;negativo
5;negative;N;neutral
5;negative;P;negativo
5;positive;P;positivo
5;mixed;N;mixto
5;mixed;N;negativo
5;positive;N+;neutral
5;mixed;P+;neutral
5;negative;N+;positivo
5;negative;N;positivo
5;negative;P;negativo
5;neutral;N;positivo
5;neutral;N;negativo
5;positive;P;positivo
5;negative;P;negativo
5;mixed;P;positivo
5;mixed;P;negativo
5;negative;NEU;negativo
5;negative;P;neutral
5;negative;NEU;positivo
5;mixed;N;positivo
5;negative;P;negativo
5;mixed;NEU;positivo
5;negative;N+;mixto
5;negative;NEU;positivo
5;neutral;N;positivo
5;negative;N+;negativo
5;positive;N;positivo
5;negative;N;negativo
5;mixed;P;neutral
5;negative;P+;negativo
5;negative;P;positivo
5;negative;N;mixto
5;negative;NONE;negativo
5;negative;N;negativo
5;positive;P;positivo
5;mixed;N;mixto
5;negative;N+;positivo
5;negative;P;negativo
5;neutral;NONE;neutral
5;negative;N+;positivo
5;negative;N+;negativo
5;positive;P;positivo
5;negative;NEU;negativo
5;positive;P;positivo
5;negative;P;negativo
5;mixed;N;mixto
5;negative;N;neutral
5;mixed;NEU;positivo
5;negative;N+;neutral
5;negative;NEU;negativo
5;negative;NEU;mixto
5;;N;mixto
5;negative;N;neutral
5;negative;N;neutral
5;negative;N;negativo
5;negative;N;positivo
5;positive;P;positivo
5;positive;N;positivo
5;positive;P+;positivo
5;negative;N;negativo
5;negative;N+;neutral
5;mixed;NEU;mixto
5;negative;NEU;negativo
5;neutral;NONE;positivo
5;negative;NEU;mixto
5;positive;P;negativo
5;negative;N+;negativo
5;negative;NEU;negativo
5;positive;P;neutral
5;negative;P;positivo
5;negative;P;positivo
5;negative;N;positivo
5;negative;P;negativo
5;negative;N+;negativo
5;neutral;NONE;positivo
5;positive;P;positivo
5;mixed;P;positivo
5;negative;P;positivo
5;mixed;P;positivo
5;negative;N;negativo
5;negative;P;negativo
5;positive;P;positivo
5;negative;P;negativo
5;positive;NONE;neutral
5;positive;P+;positivo
5;negative;NEU;neutral
5;positive;P;negativo
5;positive;P+;negativo
5;negative;N;positivo
5;mixed;NEU;neutral
5;negative;N;negativo
5;mixed;P;mixto
5;negative;N;positivo
5;mixed;NEU;positivo
5;negative;P;positivo
5;mixed;N;positivo
5;negative;NEU;negativo
5;negative;N;positivo
5;negative;NEU;mixto
5;positive;P;mixto
5;negative;N+;negativo
5;negative;NEU;neutral
5;mixed;P;positivo
5;negative;P;neutral
5;negative;N;negativo
5;neutral;NONE;neutral
5;negative;N;positivo
5;mixed;P;positivo
5;negative;N;positivo
5;negative;NEU;neutral
5;negative;P;positivo
5;neutral;P;neutral
5;negative;N;positivo
5;negative;N;neutral
5;negative;N;negativo
5;negative;N;neutral
5;negative;NEU;positivo
5;mixed;N;negativo
5;mixed;NEU;neutral
5;neutral;P;neutral
5;negative;P;negativo
5;negative;N;negativo
5;mixed;P;neutral
5;negative;NONE;positivo
5;negative;P;neutral
5;negative;N;negativo
5;mixed;P;positivo
5;negative;P;neutral
5;negative;N;neutral
5;negative;N+;positivo
5;positive;N;neutral
5;mixed;NEU;mixto
5;positive;P+;positivo
5;positive;NEU;neutral
5;negative;N;negativo
5;positive;NEU;positivo
5;negative;N;mixto
5;negative;P;positivo
5;negative;NEU;positivo
5;neutral;NONE;positivo
5;neutral;N;negativo
5;negative;N;neutral
5;mixed;P;positivo
5;negative;N;neutral
5;negative;N;positivo
5;negative;N;negativo
5;positive;NEU;positivo
5;negative;N;positivo
5;negative;N;negativo
5;mixed;NEU;mixto
5;negative;NEU;positivo
5;negative;N+;positivo
5;negative;N+;negativo
5;negative;P;negativo
5;negative;P;neutral
5;negative;NEU;negativo
5;negative;P+;neutral
5;positive;N;positivo
5;negative;N;negativo
5;mixed;NEU;positivo
5;neutral;P;positivo
5;positive;P;positivo
5;negative;N;mixto
5;negative;N+;negativo
5;positive;P;positivo
5;negative;N;positivo
5;negative;N+;negativo
5;negative;P;negativo
5;negative;N;negativo
5;negative;NEU;neutral
5;negative;N;negativo
5;mixed;NEU;neutral
5;negative;NEU;positivo
5;negative;NEU;negativo
5;negative;N+;neutral
5;neutral;P;positivo
5;negative;N;negativo
5;neutral;P;negativo
5;negative;N;mixto
5;mixed;N;positivo
5;negative;N;neutral
5;negative;NEU;negativo
5;negative;N;negativo
5;negative;N;negativo
5;negative;NEU;positivo
5;negative;P;positivo
5;negative;N;positivo
5;mixed;N;mixto
5;mixed;P;negativo
5;negative;NEU;neutral
5;positive;P;positivo
5;negative;P;neutral
5;negative;N;negativo
5;negative;N;negativo
5;negative;P;positivo
5;negative;N;negativo
5;negative;N;negativo
5;negative;P;negativo
5;mixed;P;positivo
5;negative;NEU;positivo
5;positive;P+;positivo
5;mixed;N;negativo
5;positive;P;neutral
5;positive;P;positivo
5;negative;N+;mixto
5;negative;N;neutral
5;negative;N;negativo
5;negative;N;neutral
5;negative;P;neutral
5;mixed;P;positivo
5;negative;N;neutral
5;negative;NEU;neutral
5;negative;NEU;negativo
5;positive;NONE;positivo
5;mixed;N;negativo
5;negative;N;positivo
5;negative;N+;negativo
5;negative;NEU;neutral
5;mixed;NEU;mixto
5;negative;N+;negativo
5;neutral;NONE;positivo
5;negative;NEU;negativo
5;negative;NEU;neutral
5;negative;N;neutral
5;negative;P;negativo
5;mixed;N;negativo
5;negative;NEU;neutral
5;mixed;NEU;mixto
5;negative;N;negativo
5;mixed;NEU;mixto
5;negative;P;negativo
5;positive;P;positivo
5;negative;N;mixto
5;mixed;P;negativo
5;negative;N;negativo
5;negative;P;neutral
5;negative;N+;neutral
5;negative;NEU;negativo
5;negative;N;negativo
5;negative;N;negativo
5;negative;NEU;neutral
5;mixed;N;negativo
5;mixed;N;mixto
5;mixed;N;positivo
5;positive;P+;positivo
5;negative;N;neutral
5;negative;N;neutral
5;negative;N;negativo
5;neutral;NEU;positivo
5;negative;P;neutral
5;negative;P+;negativo
5;negative;P;negativo
5;positive;N;positivo
5;negative;N;negativo
5;negative;P;positivo
5;mixed;N;negativo
5;mixed;NEU;positivo
5;mixed;P;positivo
5;negative;P;neutral
5;neutral;P;positivo
5;positive;P;neutral
5;neutral;NONE;positivo
5;negative;N;negativo
5;positive;P;positivo
5;mixed;NEU;positivo
5;negative;NEU;negativo
5;negative;P;negativo
5;positive;P;positivo
5;negative;NEU;negativo
5;positive;NEU;positivo
5;negative;N;negativo
5;negative;N;neutral
5;negative;N;negativo
5;negative;P;mixto
5;negative;N;negativo
5;positive;N;negativo
5;positive;N;positivo
5;negative;NEU;negativo
5;negative;N;positivo
5;negative;NEU;negativo
5;positive;P+;positivo
5;negative;N;negativo
5;negative;N;negativo
5;negative;N;neutral
5;negative;N;negativo
5;negative;N;negativo
5;negative;P;negativo
5;mixed;N;mixto
5;mixed;N;neutral
5;positive;P;positivo
5;positive;N;positivo
5;mixed;NEU;positivo
5;negative;N;negativo
5;negative;P;negativo
5;neutral;NONE;neutral
5;negative;P;neutral
5;positive;P;positivo
5;negative;N;neutral
5;mixed;NEU;positivo
5;negative;NEU;neutral
5;positive;P;positivo
5;positive;N;positivo
5;negative;N+;negativo
5;negative;NEU;negativo
5;negative;NEU;neutral
5;positive;P;positivo
5;negative;P;positivo
5;positive;P;negativo
5;mixed;N;negativo
5;positive;NONE;positivo
5;negative;P;negativo
5;negative;P;neutral
5;negative;NEU;positivo
5;negative;P;neutral
5;positive;P;positivo
5;negative;P+;neutral
5;negative;N+;neutral
5;neutral;NONE;positivo
5;negative;N;positivo
5;negative;NEU;negativo
5;mixed;N;positivo
5;negative;P+;neutral
5;negative;NONE;positivo
5;negative;N;negativo
5;mixed;P;positivo
5;positive;P;positivo
5;negative;N;neutral
5;mixed;N;neutral
5;negative;NEU;negativo
5;negative;NEU;neutral
5;negative;N;negativo
5;mixed;P;neutral
5;positive;NEU;negativo
5;negative;NEU;negativo
5;negative;NEU;positivo
5;negative;N;neutral
5;negative;N;negativo
5;negative;N;negativo
5;neutral;P;neutral
5;positive;N;positivo
5;negative;N;neutral
5;mixed;N;positivo
5;positive;P;positivo
5;negative;P;neutral
5;positive;P;negativo
5;negative;N;positivo
5;positive;P;positivo
5;positive;P;positivo
5;negative;N;neutral
5;positive;NONE;positivo
5;positive;N;positivo
5;mixed;P;mixto
5;negative;P;neutral
5;negative;N;negativo
5;positive;P;positivo
5;mixed;N;mixto
5;positive;P+;negativo
5;negative;P;positivo
5;positive;P+;negativo
5;mixed;N;positivo
5;negative;N;neutral
5;mixed;N;neutral
5;negative;P;positivo
5;negative;N;positivo
5;mixed;P;mixto
5;positive;P;positivo
5;mixed;N;neutral
5;mixed;N;mixto
5;neutral;NONE;negativo
5;positive;P;negativo
5;negative;NEU;negativo
5;positive;NEU;negativo
5;negative;N;negativo
5;positive;N;positivo
5;positive;NEU;neutral
5;mixed;N;negativo
5;negative;NEU;negativo
5;mixed;P;positivo
5;negative;N+;neutral
5;negative;P;negativo
5;negative;N;neutral
5;negative;N;neutral
5;mixed;N;neutral
5;neutral;NONE;positivo
5;negative;P;neutral
5;negative;P;neutral
5;neutral;P;negativo
5;positive;N;positivo
5;positive;P;negativo
5;mixed;NEU;negativo
5;positive;NEU;positivo
5;negative;N+;neutral
5;negative;P;negativo
5;negative;P;positivo
5;mixed;P;negativo
5;negative;N+;positivo
5;negative;NEU;negativo
5;mixed;NEU;mixto
5;negative;NEU;positivo
5;negative;N;negativo
5;negative;N;negativo
5;neutral;NONE;positivo
5;negative;N;neutral
5;positive;NEU;positivo
5;negative;P;positivo
5;negative;NEU;mixto
5;negative;N;negativo
5;negative;NEU;positivo
5;positive;P+;positivo
5;mixed;P;positivo
5;negative;N;negativo
5;negative;NEU;neutral
5;negative;P;neutral
5;negative;NONE;neutral
5;negative;P;positivo
5;positive;P;positivo
5;positive;P;positivo
5;negative;NEU;negativo
5;negative;P;mixto
5;negative;NEU;positivo
5;mixed;N;mixto
5;negative;NEU;negativo
5;negative;NEU;neutral
5;neutral;N;positivo
5;negative;NEU;neutral
5;negative;P;negativo
5;negative;N;negativo
5;negative;NEU;negativo
5;negative;NEU;negativo
5;negative;N;negativo
5;negative;P;negativo
5;negative;P;negativo
5;mixed;NEU;positivo
5;negative;N+;neutral
5;positive;P;positivo
5;negative;NONE;neutral
5;neutral;NONE;positivo
5;mixed;P;neutral
5;positive;P;positivo
5;positive;NEU;positivo
5;negative;P;positivo
5;mixed;P;mixto
5;mixed;NEU;neutral
5;positive;P;positivo
5;negative;NEU;positivo
5;positive;P;positivo
5;negative;P+;negativo
5;negative;P+;positivo
5;negative;P+;negativo
5;neutral;N;positivo
5;negative;N+;negativo
5;negative;NONE;neutral
5;negative;N+;mixto
5;mixed;N;negativo
5;negative;N;negativo
5;positive;P+;positivo
5;neutral;NONE;neutral
5;neutral;NONE;neutral
5;negative;P;negativo
5;negative;N;positivo
5;negative;N+;negativo
5;negative;NEU;positivo
5;neutral;NEU;negativo
5;neutral;P+;negativo
5;negative;N;neutral
5;negative;NEU;negativo
5;negative;N;negativo
5;negative;N;neutral
5;positive;P+;neutral
5;negative;NEU;positivo
5;mixed;P;positivo
5;negative;N;negativo
5;neutral;P;positivo
